manufacturer,model,year,city,body,mileage,transmission,wheel,color,drive,price,volume,fuel
Toyota,Harrier,1998,Степногорск,кроссовер,,автомат,справа,золотистый,полный привод,3650000,3.0,газ-бензин
Daewoo,Gentra,2014,Шымкент,седан,,механика,слева,черный металлик,передний привод,4000000,1.5,бензин
Mitsubishi,Pajero,1995,Алматы,внедорожник,,автомат,справа,синий,полный привод,2500000,2.8,дизель
Hyundai,Elantra,2019,Нур-Султан (Астана),седан,,механика,слева,черный,передний привод,6500000,1.6,бензин
Toyota,Land Cruiser Prado,2017,Алматы,внедорожник,51000.0,автомат,слева,белый металлик,полный привод,23400000,4.0,бензин
Subaru,Tribeca,2005,Тараз,кроссовер,,автомат,слева,зеленый металлик,полный привод,5250000,3.0,бензин
Toyota,Camry,2019,Уральск,седан,10000.0,автомат,слева,белый,,12800000,2.5,бензин
BMW,X5,2001,Тараз,кроссовер,,автомат,слева,черный,полный привод,5000000,3.0,бензин
Lexus,GS 300,2006,Алматы,седан,233000.0,автомат,слева,черный металлик,задний привод,5900000,3.0,бензин
Volkswagen,Polo,2017,Атырау,седан,77000.0,автомат,слева,черный,,5600000,1.6,бензин
Kia,Cerato,2017,Нур-Султан (Астана),седан,75000.0,автомат,слева,серебристый металлик,передний привод,7500000,2.0,бензин
Porsche,Cayenne,2008,Алматы,кроссовер,,автомат,слева,серебристый металлик,полный привод,7700000,4.8,бензин
Chevrolet,Captiva,2014,Нур-Султан (Астана),кроссовер,139000.0,автомат,слева,белый,полный привод,6600000,2.4,бензин
Mitsubishi,Pajero Junior,1996,Усть-Каменогорск,внедорожник,245000.0,автомат,справа,вишня,полный привод,1600000,1.1,бензин
Toyota,Corolla,2003,Нур-Султан (Астана),седан,200000.0,автомат,справа,белый,полный привод,2100000,1.8,бензин
ВАЗ (Lada),2106,2000,Туркестан,седан,,механика,слева,белый,задний привод,720000,1.3,бензин
Subaru,Outback,2000,Тараз,универсал,,автомат,слева,белый,полный привод,2799999,2.5,газ-бензин
Volkswagen,Tiguan,2013,Алматы,кроссовер,123000.0,автомат,слева,белый,полный привод,6800000,2.0,бензин
Kia,Rio,2015,Алматы,седан,67000.0,автомат,слева,черный металлик,передний привод,5300000,1.6,бензин
Mercedes-Benz,C 230,2006,Семей,седан,175000.0,автомат,слева,серый металлик,передний привод,5000000,2.5,бензин
Hyundai,Elantra,2013,Нур-Султан (Астана),седан,160000.0,автомат,слева,черный,передний привод,5350000,1.8,бензин
Audi,A6,1998,Алматы,седан,,автомат,слева,синий металлик,передний привод,2300000,1.8,бензин
ВАЗ (Lada),2170 (седан),2015,Атырау,седан,130000.0,автомат,слева,синий,передний привод,2100000,1.6,бензин
Nissan,Maxima,2012,Алматы,седан,85000.0,автомат,слева,белый,передний привод,7500000,3.5,бензин
Toyota,Land Cruiser,2017,Алматы,внедорожник,35500.0,автомат,слева,белый металлик,полный привод,32000000,4.6,бензин
Hyundai,Santa Fe,2012,Нур-Султан (Астана),кроссовер,120000.0,автомат,слева,белый,полный привод,9100000,2.4,бензин
Toyota,Land Cruiser Prado,2013,Атырау,внедорожник,172000.0,автомат,слева,белый металлик,полный привод,13500000,2.7,бензин
Opel,Zafira,2001,Тараз,минивэн,,механика,слева,зеленый металлик,передний привод,2500000,1.6,бензин
ВАЗ (Lada),Largus,2013,Алматы,универсал,230000.0,механика,слева,серебристый металлик,передний привод,3100000,1.6,бензин
Toyota,Land Cruiser Prado,2015,Нур-Султан (Астана),внедорожник,65000.0,автомат,слева,белый металлик,полный привод,16000000,3.0,дизель
Opel,Zafira,2002,Караганда,минивэн,200000.0,автомат,слева,голубой,передний привод,3000000,2.2,бензин
Rover,200 Series,1995,Нур-Султан (Астана),хэтчбек,,механика,слева,черный металлик,передний привод,1250000,1.6,бензин
Hyundai,Accent,2013,Нур-Султан (Астана),седан,215000.0,автомат,слева,белый металлик,передний привод,4500000,1.6,бензин
Mitsubishi,Delica,1993,Алматы,минивэн,,автомат,справа,черный металлик,полный привод,1500000,2.5,дизель
Skoda,Rapid,2013,Актобе,хэтчбек,94000.0,механика,слева,белый,передний привод,4100000,1.6,бензин
Toyota,Land Cruiser Prado,2005,Усть-Каменогорск,внедорожник,240000.0,автомат,слева,черный,полный привод,11500000,4.0,бензин
Chevrolet,Cruze,2014,Алматы,седан,93000.0,автомат,слева,белый металлик,передний привод,4400000,1.8,бензин
BMW,530,2003,Нур-Султан (Астана),седан,323000.0,автомат,слева,черный,задний привод,3000000,3.0,бензин
Toyota,Land Cruiser,2018,Алматы,внедорожник,21000.0,автомат,слева,черный металлик,полный привод,36500000,4.6,бензин
Mercedes-Benz,2005,2005,Сарыагаш,седан,308000.0,автомат,слева,синий,задний привод,6500000,5.5,бензин
Nissan,X-Trail,2019,Актобе,кроссовер,15000.0,автомат,слева,серый металлик,полный привод,12000000,2.0,бензин
BMW,520,1996,Алматы,универсал,,механика,слева,синий металлик,задний привод,2700000,2.0,бензин
Mercedes-Benz,E 280,1996,Алматы,седан,350000.0,автомат,слева,фиолетовый металлик,задний привод,2650000,2.8,бензин
Volkswagen,Passat,1993,Казыгурт,универсал,,механика,слева,вишня,передний привод,1100000,2.0,бензин
Volkswagen,Passat,1994,Тараз,седан,,механика,слева,белый,передний привод,1800000,1.8,бензин
Toyota,Land Cruiser,2011,Шымкент,внедорожник,212000.0,автомат,слева,черный,полный привод,16500000,4.7,газ-бензин
Skoda,Rapid,2013,Нур-Султан (Астана),седан,125000.0,механика,слева,белый,передний привод,3100000,1.6,бензин
Toyota,Land Cruiser,2017,Нур-Султан (Астана),внедорожник,48000.0,автомат,слева,черный металлик,,32500000,4.6,бензин
Honda,Elysion,2006,Кызылорда,минивэн,,автомат,справа,белый металлик,передний привод,2950000,2.4,газ-бензин
Kia,Cerato,2019,Караганда,седан,26000.0,автомат,слева,черный,передний привод,8050000,1.6,бензин
Lexus,LS 500,2018,Шымкент,седан,41350.0,автомат,слева,белый,полный привод,45000000,3.5,бензин
Mercedes-Benz,E 260,1986,Алматы,седан,,автомат,слева,золотистый металлик,задний привод,850000,2.6,бензин
BMW,320,1999,Уральск,седан,245000.0,автомат,слева,сиреневый,задний привод,1850000,2.0,бензин
Lexus,ES 250,2020,Алматы,седан,10500.0,автомат,слева,бронза металлик,передний привод,19900000,2.5,бензин
Toyota,Land Cruiser Prado,2007,Актобе,внедорожник,200000.0,автомат,слева,золотистый металлик,полный привод,9000000,2.7,газ-бензин
Land Rover,Range Rover Sport,2007,Алматы,внедорожник,195000.0,автомат,слева,черный металлик,полный привод,6000000,4.4,бензин
ВАЗ (Lada),2170 (седан),2015,Усть-Каменогорск,седан,160000.0,автомат,слева,черный,передний привод,2450000,1.6,бензин
Hyundai,Santa Fe,2020,Актобе,внедорожник,6000.0,автомат,слева,черный металлик,полный привод,13800000,2.4,бензин
Toyota,Highlander,2008,Алматы,кроссовер,119000.0,автомат,слева,белый,полный привод,10750000,3.5,бензин
Toyota,Camry,2018,Атырау,седан,35000.0,автомат,слева,серебристый,передний привод,8500000,2.5,бензин
Subaru,Outback,2004,Алматы,универсал,,автомат,слева,серебристый,полный привод,3450000,2.4,бензин
Toyota,Land Cruiser Prado,2014,Усть-Каменогорск,внедорожник,151000.0,автомат,слева,черный металлик,полный привод,18500000,3.0,дизель
ВАЗ (Lada),2172 (хэтчбек),2008,Уральск,хэтчбек,1234564.0,механика,слева,серебристый металлик,передний привод,1200000,1.6,бензин
Skoda,Fabia,2002,Нур-Султан (Астана),хэтчбек,205000.0,механика,слева,серебристый,передний привод,1200000,1.4,бензин
ГАЗ,ГАЗель,2015,Атырау,универсал,70.0,механика,слева,белый,задний привод,7200000,3.8,дизель
Toyota,Land Cruiser,2012,Алматы,внедорожник,,автомат,слева,черный,полный привод,20600000,4.6,бензин
Kia,Rio,2020,Нур-Султан (Астана),универсал,5.0,автомат,слева,белый,передний привод,7500000,1.6,бензин
Land Rover,Discovery,2014,Алматы,внедорожник,26000.0,автомат,слева,коричневый металлик,полный привод,26000000,3.0,дизель
Nissan,X-Trail,2018,Атырау,кроссовер,100000.0,автомат,слева,черный металлик,полный привод,10500000,2.5,бензин
Toyota,Caldina,1996,Алматы,универсал,320.0,автомат,справа,,полный привод,2500000,2.0,бензин
Toyota,Camry,2003,Тараз,седан,,автомат,слева,золотистый металлик,передний привод,5000000,3.0,бензин
ВАЗ (Lada),2107,2005,Нур-Султан (Астана),седан,85030.0,механика,слева,синий металлик,задний привод,1300000,1.6,бензин
Audi,A6,1999,Алматы,седан,,автомат,слева,серебристый,полный привод,2600000,2.8,бензин
Kia,Sportage,2013,Караганда,кроссовер,91000.0,автомат,слева,черный металлик,полный привод,7300000,2.0,бензин
Nissan,Qashqai,2019,Уральск,кроссовер,7000.0,автомат,слева,голубой металлик,полный привод,11600000,2.0,бензин
Mercedes-Benz,GLS 400,2017,Алматы,внедорожник,55500.0,автомат,слева,черный,полный привод,25700000,3.0,бензин
Volkswagen,Golf,1996,Алматы,универсал,260000.0,механика,слева,белый металлик,передний привод,1600000,1.8,бензин
Toyota,Camry,2017,Алматы,седан,57000.0,автомат,слева,белый металлик,передний привод,12400000,2.5,бензин
Ravon,R4,2017,Шымкент,седан,63000.0,автомат,слева,белый металлик,передний привод,4800000,1.5,бензин
Nissan,Patrol,2003,Жезказган,внедорожник,393479.0,механика,слева,синий металлик,полный привод,5000000,4.2,дизель
Toyota,Land Cruiser Prado,2007,Алматы,внедорожник,195000.0,автомат,слева,черный,полный привод,9500000,2.7,бензин
Mercedes-Benz,E 220,1995,Кентау,седан,323.0,автомат,слева,серый металлик,задний привод,3300000,2.2,бензин
Hyundai,Accent,2014,Петропавловск,седан,84500.0,механика,слева,белый,передний привод,3900000,1.6,бензин
ЗАЗ,Chance,2010,Атырау,хэтчбек,100000.0,механика,слева,синий металлик,,800000,1.5,бензин
Renault,Logan,2019,Караганда,седан,26000.0,механика,слева,белый,передний привод,5500000,1.6,бензин
Kia,Optima,2018,Алматы,седан,72000.0,автомат,слева,белый,передний привод,8200000,2.0,бензин
Kia,Rio,2012,Нур-Султан (Астана),седан,50000.0,автомат,слева,синий металлик,передний привод,5200000,1.6,бензин
Volkswagen,Touareg,2015,Нур-Султан (Астана),кроссовер,74000.0,автомат,слева,серый металлик,полный привод,16500000,3.6,бензин
Toyota,Camry,2019,Нур-Султан (Астана),седан,43000.0,автомат,слева,белый металлик,передний привод,13100000,2.5,бензин
Ravon,Nexia R3,2016,Алматы,седан,62200.0,автомат,слева,голубой металлик,передний привод,3700000,1.5,бензин
Skoda,Rapid,2014,Нур-Султан (Астана),универсал,126000.0,механика,слева,синий металлик,передний привод,4300000,1.6,бензин
BMW,X5,2005,Караганда,кроссовер,202000.0,автомат,слева,серый металлик,полный привод,5000000,4.4,бензин
Opel,Vectra,1996,Караганда,хэтчбек,,механика,слева,вишня металлик,передний привод,1380000,1.8,бензин
Toyota,Camry,2018,Алматы,седан,58000.0,автомат,слева,белый металлик,,13200000,2.5,бензин
Subaru,Legacy,1996,Алматы,универсал,222222.0,автомат,слева,зеленый,полный привод,1950000,2.2,бензин
ВАЗ (Lada),2170 (седан),2015,Алматы,седан,,механика,слева,бирюзовый металлик,передний привод,2800000,1.6,бензин
Toyota,Camry,1999,Шымкент,седан,,механика,слева,синий,передний привод,2000000,2.2,бензин
Chevrolet,Aveo,2005,Нур-Султан (Астана),хэтчбек,242000.0,механика,слева,голубой,передний привод,1500000,1.4,бензин
Daewoo,Nexia,2013,Усть-Каменогорск,седан,140000.0,механика,слева,бежевый металлик,передний привод,1850000,1.6,бензин
Nissan,Patrol,2010,Алматы,внедорожник,,автомат,слева,серый металлик,полный привод,16500000,5.6,бензин
Toyota,Camry Gracia,1998,Алматы,седан,75000.0,автомат,слева,серебристый металлик,передний привод,2450000,2.2,бензин
Honda,Civic,1996,Алматы,хэтчбек,,автомат,справа,белый,передний привод,2200000,2.0,бензин
Chevrolet,Captiva,2013,Караганда,кроссовер,101500.0,автомат,слева,серый,полный привод,5950000,2.4,бензин
Toyota,Land Cruiser Prado,2013,Алматы,внедорожник,140641.0,автомат,слева,черный,полный привод,14640000,2.7,бензин
Renault,Duster,2014,Актау,кроссовер,144500.0,механика,слева,белый металлик,передний привод,3800000,1.6,газ-бензин
Lexus,GS 350,2012,Нур-Султан (Астана),седан,100000.0,автомат,слева,черный металлик,полный привод,10500000,3.5,бензин
Chevrolet,Cobalt,2014,Нур-Султан (Астана),седан,250000.0,механика,слева,голубой,передний привод,4000000,1.5,бензин
Genesis,G70,2018,Шымкент,седан,17000.0,автомат,слева,белый металлик,задний привод,14500000,2.0,бензин
Mercedes-Benz,E 500,2002,Актау,седан,230.0,автомат,слева,золотистый,задний привод,3000000,5.0,газ-бензин
Jaguar,F-Pace,2017,Алматы,кроссовер,21000.0,автомат,слева,черный металлик,полный привод,23500000,2.0,бензин
Toyota,Land Cruiser Prado,1996,Караганда,внедорожник,230000.0,автомат,слева,черный,полный привод,6700000,3.4,бензин
Subaru,Tribeca,2006,Нур-Султан (Астана),внедорожник,260000.0,автомат,слева,серебристый,полный привод,5200000,3.0,газ-бензин
Hyundai,Accent,2015,Алматы,седан,101402.0,автомат,слева,коричневый,передний привод,4980000,1.6,бензин
Mercedes-Benz,E 55 AMG,2004,Алматы,седан,65000.0,автомат,слева,,задний привод,12000000,5.5,бензин
Toyota,Land Cruiser Prado,2014,Костанай,внедорожник,55000.0,автомат,слева,черный металлик,полный привод,16700000,2.7,бензин
Honda,Accord,1994,Алматы,седан,,механика,слева,зеленый,передний привод,1500000,2.0,бензин
Toyota,Camry,2006,Алматы,седан,154800.0,автомат,слева,золотистый,передний привод,5360000,2.4,бензин
Ravon,Nexia R3,2017,Караганда,седан,89000.0,механика,слева,вишня,передний привод,3650000,1.5,бензин
Lexus,LX 570,2017,Алматы,внедорожник,31152.0,автомат,слева,черный металлик,полный привод,42000000,5.7,бензин
Nissan,Patrol,2008,Нур-Султан (Астана),внедорожник,134000.0,механика,слева,белый,полный привод,11000000,3.0,дизель
Kia,Rio,2018,Алматы,седан,47000.0,автомат,слева,серый металлик,передний привод,6700000,1.6,газ-бензин
Toyota,Land Cruiser Prado,1994,Алматы,внедорожник,367000.0,автомат,справа,зеленый металлик,полный привод,5000000,3.0,дизель
Toyota,Land Cruiser Prado,2020,Нур-Султан (Астана),внедорожник,3500.0,автомат,слева,черный металлик,полный привод,23700000,2.7,бензин
Nissan,Juke,2012,Актобе,кроссовер,39000.0,автомат,слева,синий,,4200000,1.6,бензин
Skoda,Yeti,2012,Алматы,кроссовер,79952.0,автомат,слева,,полный привод,5880000,1.8,бензин
Hyundai,Creta,2021,Алматы,универсал,11.0,автомат,слева,белый,передний привод,8500000,1.6,бензин
Toyota,Corolla,2005,Алматы,хэтчбек,131950.0,автомат,слева,серебристый,передний привод,3400000,2.0,дизель
Toyota,4Runner,2004,Усть-Каменогорск,внедорожник,201057.0,автомат,слева,серебристый металлик,полный привод,10500000,4.0,бензин
Mercedes-Benz,G 63 AMG,2015,Нур-Султан (Астана),внедорожник,55000.0,автомат,слева,белый металлик,полный привод,45000000,6.3,бензин
Lexus,RX 350,2007,Актау,кроссовер,442200.0,автомат,слева,синий,полный привод,8800000,3.5,бензин
Nissan,Patrol,1994,Алматы,внедорожник,400.0,механика,слева,белый,полный привод,3200000,2.8,дизель
Volkswagen,Touareg,2007,Кокшетау,хэтчбек,220000.0,автомат,слева,зеленый металлик,полный привод,6700000,3.6,бензин
Kia,Rio,2015,Алматы,седан,,автомат,слева,серебристый,передний привод,5500000,1.6,бензин
Kia,Sorento,2012,Алматы,кроссовер,101532.0,автомат,слева,серебристый,полный привод,7400000,2.4,бензин
ВАЗ (Lada),2107,2002,Аксукент,седан,,механика,слева,фиолетовый,задний привод,1100000,1.7,бензин
Hummer,H2,2003,Алматы,внедорожник,200000.0,автомат,слева,золотистый,полный привод,7500000,6.0,бензин
Audi,Q7,2013,Атырау,кроссовер,113000.0,автомат,слева,белый,полный привод,16000000,3.0,бензин
Volkswagen,Caravelle,2000,Костанай,минивэн,,механика,слева,черный металлик,передний привод,4800000,2.5,дизель
Skoda,Octavia,2007,Алматы,универсал,205000.0,механика,слева,серебристый,передний привод,2900000,1.6,бензин
Lexus,LX 470,2001,Нур-Султан (Астана),внедорожник,111111.0,автомат,слева,белый,полный привод,7000000,4.7,газ-бензин
УАЗ,Patriot,2016,Алматы,внедорожник,74000.0,механика,слева,серый,полный привод,7950000,2.7,бензин
Lexus,ES 200,2018,Нур-Султан (Астана),седан,35000.0,автомат,слева,черный металлик,передний привод,17888444,2.0,бензин
Kia,Sportage,2019,Шымкент,кроссовер,35000.0,автомат,слева,черный,передний привод,11000000,2.0,бензин
BMW,330,2018,Алматы,седан,31000.0,автомат,слева,белый,,15000000,2.0,бензин
Hyundai,Santa Fe,2002,Алматы,кроссовер,370620.0,автомат,слева,серебристый металлик,полный привод,3400000,2.7,бензин
Lexus,ES 300,2002,Алматы,седан,162818.0,автомат,слева,белый,передний привод,5150000,3.0,бензин
Lexus,RX 350,2007,Алматы,кроссовер,250000.0,автомат,слева,черный металлик,полный привод,7800000,3.5,газ-бензин
Renault,Logan,2017,Нур-Султан (Астана),седан,,механика,слева,белый,передний привод,4100000,1.6,бензин
Lexus,LX 570,2014,Алматы,внедорожник,49000.0,автомат,слева,белый металлик,полный привод,28500000,5.7,бензин
Nissan,Maxima,2003,Семей,седан,,автомат,слева,белый металлик,передний привод,2550000,3.0,бензин
ГАЗ,2410 (Волга),1988,Алматы,седан,,механика,слева,бежевый металлик,задний привод,650000,2.4,бензин
ВАЗ (Lada),2190 (седан),2012,Кызылорда,седан,164437.0,механика,слева,белый,передний привод,1400000,1.5,бензин
Toyota,RAV 4,1997,Алматы,кроссовер,179998.0,автомат,слева,зеленый металлик,полный привод,3900000,2.0,бензин
Toyota,Land Cruiser,2008,Шымкент,внедорожник,180000.0,автомат,слева,белый,,16700000,4.7,бензин
Nissan,Qashqai,2007,Алматы,кроссовер,206000.0,автомат,слева,коричневый,полный привод,4300000,2.0,бензин
Mercedes-Benz,E 240,2001,Актау,седан,210000.0,автомат,слева,белый металлик,задний привод,3500000,2.8,газ-бензин
ВАЗ (Lada),2115 (седан),2008,Семей,седан,199999.0,механика,слева,серебристый металлик,передний привод,880000,1.6,бензин
Honda,CR-V,1996,Алматы,кроссовер,279000.0,автомат,справа,синий,полный привод,2650000,2.0,бензин
Toyota,Estima,2006,Нур-Султан (Астана),минивэн,112000.0,автомат,справа,серебристый,полный привод,7400000,3.5,бензин
Toyota,Land Cruiser Prado,2006,Алматы,внедорожник,150000.0,автомат,слева,черный,полный привод,13300000,4.0,бензин
Audi,100,1992,Шымкент,седан,,механика,слева,зеленый металлик,передний привод,1800000,2.3,бензин
Hyundai,Getz,2009,Алматы,хэтчбек,,автомат,слева,красный металлик,передний привод,3200000,1.4,бензин
Kia,Optima,2013,Алматы,седан,116000.0,автомат,слева,черный металлик,передний привод,6750000,2.4,бензин
Mazda,3,2011,Нур-Султан (Астана),хэтчбек,134856.0,автомат,слева,белый,передний привод,2500000,1.6,бензин
Audi,80,1992,Нур-Султан (Астана),седан,,автомат,слева,зеленый,передний привод,1550000,2.0,бензин
Mercedes-Benz,E 500,2002,Кордай,седан,,автомат,слева,черный металлик,задний привод,3700000,5.0,бензин
ВАЗ (Lada),1117 (универсал),2008,Уральск,универсал,,механика,слева,серебристый,передний привод,1300000,1.6,бензин
Hyundai,Elantra,2019,Нур-Султан (Астана),седан,8000.0,автомат,слева,серебристый,передний привод,8300000,1.6,бензин
Daewoo,Nexia,2007,Нур-Султан (Астана),седан,64.0,механика,слева,золотистый,передний привод,895000,1.6,бензин
Toyota,Land Cruiser Prado,2013,Алматы,внедорожник,,автомат,слева,белый металлик,полный привод,15400000,2.7,газ-бензин
Toyota,Camry,2019,Караганда,седан,,автомат,слева,белый,передний привод,15000000,2.5,бензин
Mitsubishi,Delica,2005,Алматы,минивэн,,автомат,справа,серебристый,полный привод,7200000,3.0,бензин
Toyota,Camry,2018,Павлодар,седан,,автомат,слева,черный металлик,передний привод,13900000,2.5,бензин
Audi,A6,1997,Шымкент,седан,212121.0,механика,слева,черный,передний привод,2600000,2.6,газ-бензин
Hyundai,Santa Fe,2006,Алматы,кроссовер,180000.0,автомат,слева,серебристый металлик,полный привод,6000000,2.7,бензин
Nissan,X-Trail,2017,Алматы,кроссовер,67500.0,автомат,слева,белый металлик,полный привод,9600000,2.0,бензин
Toyota,Camry,2012,Алматы,седан,149764.0,автомат,слева,черный металлик,передний привод,9000000,3.5,бензин
Kia,Sportage,2019,Караганда,кроссовер,6926.0,автомат,слева,черный,передний привод,11700000,2.4,бензин
Toyota,Avensis,2009,Нур-Султан (Астана),седан,209000.0,автомат,слева,серый металлик,передний привод,5100000,1.8,газ-бензин
BMW,X6,2016,Алматы,кроссовер,32000.0,автомат,слева,коричневый металлик,полный привод,21500000,3.0,бензин
Nissan,Pathfinder,2012,Актау,внедорожник,120000.0,автомат,слева,синий,полный привод,6700000,4.0,бензин
Hyundai,Accent,2014,Шымкент,седан,154761.0,автомат,слева,коричневый,передний привод,5300000,1.6,бензин
ВАЗ (Lada),XRAY,2017,Атырау,хэтчбек,135000.0,механика,слева,коричневый,передний привод,4100000,1.6,бензин
Toyota,RAV 4,2010,Алматы,кроссовер,179000.0,автомат,слева,черный,полный привод,7200000,2.5,бензин
Hyundai,Starex,2017,Атырау,минивэн,98918.0,автомат,слева,серый,задний привод,10400000,2.5,дизель
ВАЗ (Lada),2107,2002,Есиль,седан,,механика,слева,вишня,задний привод,650000,1.5,бензин
Mitsubishi,Outlander,2014,Актобе,кроссовер,100000.0,автомат,слева,коричневый металлик,полный привод,4750000,2.0,бензин
BMW,X5,2007,Караганда,кроссовер,200000.0,автомат,слева,золотистый металлик,полный привод,9000000,4.8,бензин
Kia,Sportage,2013,Атырау,кроссовер,86000.0,автомат,слева,оранжевый,полный привод,6900000,2.0,бензин
Renault,Sandero Stepway,2018,Уральск,хэтчбек,44000.0,механика,слева,белый металлик,передний привод,4990000,1.6,бензин
Toyota,Land Cruiser Prado,2019,Караганда,внедорожник,54000.0,автомат,слева,черный,полный привод,21300000,2.7,бензин
ВАЗ (Lada),2121 Нива,2017,Шымкент,внедорожник,44150.0,механика,слева,белый,полный привод,4150000,1.7,бензин
Toyota,Corolla,2007,Атырау,седан,220233.0,автомат,слева,белый,передний привод,4400000,1.6,бензин
ВАЗ (Lada),2114 (хэтчбек),2005,Нур-Султан (Астана),хэтчбек,,механика,слева,серый,передний привод,700000,1.6,бензин
Subaru,Legacy,1994,Караганда,седан,350000.0,механика,слева,зеленый,полный привод,1190000,2.0,бензин
Opel,Vectra,1991,Шымкент,седан,550000.0,механика,слева,вишня металлик,передний привод,600000,2.0,бензин
Nissan,Tiida,2011,Нур-Султан (Астана),седан,136000.0,автомат,слева,серебристый,передний привод,4300000,1.6,бензин
Kia,Rio,2014,Актобе,седан,,автомат,слева,белый,передний привод,4500000,1.6,бензин
Volkswagen,Passat,2001,Алматы,универсал,354000.0,автомат,слева,черный,передний привод,2100000,2.0,бензин
ВАЗ (Lada),2105,2008,Костанай,седан,250.0,механика,слева,синий металлик,задний привод,550000,1.5,газ-бензин
Toyota,Avensis,2008,Атырау,седан,234543.0,автомат,слева,черный,передний привод,4500000,1.8,бензин
Toyota,Corolla,2012,Алматы,седан,30000.0,автомат,слева,белый металлик,,8200000,1.6,бензин
Hyundai,Tucson,2018,Нур-Султан (Астана),кроссовер,34000.0,автомат,слева,синий,полный привод,11190000,2.0,бензин
Ford,Expedition,2013,Атырау,внедорожник,49890.0,автомат,слева,,полный привод,14500000,5.4,бензин
Toyota,Mark II,1997,Кокшетау,седан,,автомат,справа,белый металлик,задний привод,2200000,2.0,бензин
ВАЗ (Lada),2121 Нива,2020,Караганда,внедорожник,17000.0,механика,слева,белый,,4815000,1.7,бензин
ВАЗ (Lada),Largus,2019,Атырау,универсал,67000.0,механика,слева,белый,передний привод,5400000,1.6,бензин
Lexus,RX 300,2001,Алматы,кроссовер,,автомат,слева,серебристый,полный привод,4800000,3.0,бензин
Hyundai,Sonata,2020,Алматы,седан,16000.0,автомат,слева,белый,передний привод,11800000,2.0,бензин
Land Rover,Range Rover,2013,Алматы,внедорожник,97900.0,автомат,слева,,полный привод,26400000,5.0,бензин
Hyundai,Tucson,2019,Атырау,кроссовер,30000.0,автомат,слева,черный,передний привод,10700000,2.0,бензин
ВАЗ (Lada),2112 (хэтчбек),2008,Павлодар,хэтчбек,207000.0,механика,слева,серый металлик,передний привод,1150000,1.6,бензин
Mercedes-Benz,E 320,2001,Шымкент,седан,214000.0,автомат,слева,синий металлик,задний привод,4300000,3.2,бензин
Nissan,Cefiro,1996,Алматы,седан,,автомат,справа,черный,передний привод,1850000,2.5,бензин
Nissan,Qashqai,2014,Нур-Султан (Астана),кроссовер,75000.0,автомат,слева,серый металлик,полный привод,7500000,2.0,бензин
Lexus,RX 330,2004,Алматы,кроссовер,294943.0,автомат,слева,серый металлик,полный привод,7500000,3.3,бензин
ВАЗ (Lada),2115 (седан),2003,Костанай,седан,370000.0,механика,слева,серый металлик,передний привод,780000,1.6,бензин
Kia,Picanto,2013,Нур-Султан (Астана),хэтчбек,101000.0,автомат,слева,голубой,передний привод,3690000,1.2,бензин
Land Rover,Range Rover,2002,Алматы,внедорожник,,автомат,слева,белый,полный привод,4000000,4.4,бензин
Hyundai,Starex,2018,Кентау,минивэн,255000.0,автомат,слева,белый,задний привод,9000000,2.5,дизель
Hyundai,Accent,2020,Алматы,седан,1200.0,автомат,слева,белый металлик,передний привод,7490000,1.6,бензин
Honda,Capa,1998,Петропавловск,минивэн,,автомат,справа,серебристый металлик,передний привод,1200000,1.5,бензин
ВАЗ (Lada),Vesta,2017,Усть-Каменогорск,седан,115000.0,механика,слева,белый,передний привод,3950000,1.6,газ-бензин
ВАЗ (Lada),2190 (седан),2016,Нур-Султан (Астана),седан,93573.0,механика,слева,белый металлик,передний привод,1500000,1.6,бензин
Toyota,RAV 4,1997,Алматы,кроссовер,240000.0,автомат,справа,серебристый,полный привод,3800000,2.0,бензин
Hyundai,Accent,2019,Алматы,седан,16500.0,автомат,слева,серебристый металлик,передний привод,6990000,1.6,бензин
Hyundai,Accent,2014,Алматы,седан,144000.0,автомат,слева,белый металлик,передний привод,4600000,1.6,бензин
Mitsubishi,Delica,1997,Алматы,внедорожник,,автомат,справа,синий,полный привод,5000000,4.3,бензин
Ford,Explorer,2007,Нур-Султан (Астана),внедорожник,255000.0,автомат,слева,серый металлик,полный привод,5900000,4.0,бензин
Toyota,Camry,2019,Нур-Султан (Астана),седан,16000.0,автомат,слева,черный металлик,передний привод,12900000,2.5,бензин
Changan,CS35,2014,Нур-Султан (Астана),кроссовер,100100.0,автомат,слева,белый металлик,передний привод,4200000,1.6,бензин
Toyota,Corolla,2019,Нур-Султан (Астана),седан,22200.0,автомат,слева,белый,передний привод,9100000,1.6,бензин
Chevrolet,Cruze,2011,Нур-Султан (Астана),седан,120000.0,автомат,слева,черный,передний привод,4000000,1.8,бензин
Mercedes-Benz,S 400,2002,Тараз,седан,,автомат,слева,серебристый металлик,задний привод,2700000,3.9,дизель
Lexus,LX 570,2013,Алматы,внедорожник,120000.0,автомат,слева,белый металлик,полный привод,24500000,5.7,бензин
Lexus,LX 570,2011,Шымкент,внедорожник,170000.0,автомат,слева,черный,полный привод,17500000,5.7,газ-бензин
Hyundai,Accent,2015,Нур-Султан (Астана),седан,190000.0,механика,слева,белый металлик,передний привод,3600000,1.6,бензин
Hyundai,Sonata,2004,Сатпаев,седан,,механика,слева,золотистый металлик,передний привод,1300000,2.0,бензин
